mean_rr,mean_hr,sdnn,rmssd,pnn50,lf_power,hf_power,lf_hf_ratio,condition,label
712.5783972125436,84.55930087625012,47.283577327840476,37.85781670559313,17.5,,,,Stress,2
750.5494505494506,80.18405489420144,41.44362623091925,30.494492468173885,13.157894736842104,,,,Stress,2
746.6666666666666,81.15222784640605,74.74218726946067,50.96122238423851,28.947368421052634,,,,Stress,2
761.4661654135339,79.48249661393834,73.28738649684038,39.80232457241535,8.108108108108109,,,,Stress,2
751.5789473684209,80.6352742785046,74.33306292761813,41.78715801221714,16.216216216216218,,,,Stress,2
786.911196911197,76.94347035151225,77.38828794059008,24.22611735100699,5.555555555555555,,,,Stress,2
753.7593984962406,80.43666993701027,79.4301415448765,40.064757288836134,5.405405405405405,,,,Stress,2
694.5296167247387,87.17808366555597,64.3221344761966,79.46151680569169,17.5,,,,Stress,2
782.8571428571428,78.5268287762105,121.39567381497271,126.86463482197517,25.71428571428571,,,,Stress,2
837.9411764705883,72.03466105730485,66.32614752083951,46.826301749761086,27.27272727272727,,,,Stress,2
788.8416988416988,76.36306163922735,50.02815288802406,25.442790745258858,5.555555555555555,,,,Stress,2
791.2698412698414,75.99599337728192,37.76986902485689,36.26835515991636,5.714285714285714,,,,Stress,2
832.5630252100841,72.17500491893756,32.89717006993693,31.13101963357605,12.121212121212121,,,,Stress,2
804.6825396825396,75.11331760442069,68.35221005477116,46.29352415844735,22.857142857142858,,,,Stress,2
799.4444444444446,75.16616496481217,31.285905838157028,25.782223179353082,0.0,,,,Stress,2
825.3469387755102,73.0950590379855,59.17534817463924,41.866706682653955,29.411764705882355,,,,Stress,2
775.4054054054054,77.97189170808785,69.073176825871,47.49865733870371,33.33333333333333,,,,Stress,2
805.0396825396825,74.77881005333585,46.999145344392566,41.90437538473565,25.71428571428571,,,,Stress,2
811.984126984127,74.12956322103464,45.780917992314045,37.720778661861466,25.71428571428571,,,,Stress,2
806.6666666666667,74.50709025105049,34.09641619976563,30.57562435445471,14.285714285714285,,,,Stress,2
