mean_rr,mean_hr,sdnn,rmssd,pnn50,lf_power,hf_power,lf_hf_ratio,condition,label
924.7465437788018,65.13315516346084,57.31330186780106,67.89147001413562,50.0,,,,Meditation,4
898.8839285714286,67.19078829270545,74.28813747820206,59.077280593227904,35.483870967741936,,,,Meditation,4
910.7373271889402,66.20329044452001,63.968392458357,62.73256052210737,50.0,,,,Meditation,4
908.2589285714284,66.56166762686992,79.31880355315097,76.90054108537319,38.70967741935484,,,,Meditation,4
891.1160714285713,67.64098578008537,60.21765915953871,75.37835222529164,41.935483870967744,,,,Meditation,4
917.8571428571429,65.588046170763,54.60010827432614,62.27315647304644,32.25806451612903,,,,Meditation,4
867.6623376623377,69.45684891225748,57.478720754011434,71.3048034847583,43.75,,,,Meditation,4
931.1981566820276,64.9044494571839,79.09014642668858,64.6818482775395,43.333333333333336,,,,Meditation,4
881.2053571428571,68.53034652806775,71.53090308012013,51.7685892549049,32.25806451612903,,,,Meditation,4
817.6734693877551,74.07352683860029,81.10512623943822,77.05760929369677,38.23529411764706,,,,Meditation,4
820.2857142857143,73.33545765422797,42.54480019943218,41.4915487713797,20.588235294117645,,,,Meditation,4
831.8487394957983,72.3318814380355,45.21443365488023,50.408964462747655,33.33333333333333,,,,Meditation,4
875.8441558441558,68.83971273525358,62.96901938729396,80.62574157228963,40.625,,,,Meditation,4
870.7359307359308,71.72375554362759,137.11733449828077,150.20054620950165,37.5,,,,Meditation,4
846.326530612245,71.59194279904439,84.17831479179634,95.50994115558764,44.11764705882353,,,,Meditation,4
940.414746543779,64.32804115844509,85.53806770667337,69.2540428349103,50.0,,,,Meditation,4
907.9910714285713,66.50409964386856,75.11138042963981,58.61131607986258,32.25806451612903,,,,Meditation,4
858.4873949579832,70.20097460189217,58.23198140361145,70.4517624682265,45.45454545454545,,,,Meditation,4
895.4017857142857,67.32555637155805,61.46632038607661,77.59680399002755,45.16129032258064,,,,Meditation,4
891.5625,67.50913970017521,50.59404760504168,58.45272899805965,29.03225806451613,,,,Meditation,4
904.2857142857142,66.56246685482063,50.81300834417167,66.9548303616383,25.806451612903224,,,,Meditation,4
928.8940092165899,64.82739441730381,57.526935042910154,73.23431781700741,33.33333333333333,,,,Meditation,4
950.4285714285713,63.29996754250035,50.78296189530457,58.69445208141247,37.93103448275862,,,,Meditation,4
949.8095238095241,63.58670622614194,74.92218185112692,81.08257665154208,34.48275862068966,,,,Meditation,4
916.3133640552993,65.98512493763619,81.49852817296961,69.94993350446381,50.0,,,,Meditation,4
