mean_rr,mean_hr,sdnn,rmssd,pnn50,lf_power,hf_power,lf_hf_ratio,condition,label
972.4285714285714,62.128919233631514,82.12959841592185,103.92304845413267,62.06896551724138,,,,Amusement,3
906.25,66.53640760316168,65.99693770700104,80.89891611168079,41.935483870967744,,,,Amusement,3
903.0803571428571,66.59398817248862,43.4734629959296,35.62200058403448,19.35483870967742,,,,Amusement,3
875.4978354978356,69.03645579890019,76.01869501209548,79.60521211527775,31.25,,,,Amusement,3
858.1932773109245,70.41104939510335,77.33846358523903,105.68386130581672,39.39393939393939,,,,Amusement,3
929.2626728110598,64.82808597505881,60.70881876534295,52.53440725446734,30.0,,,,Amusement,3
920.2764976958524,65.78846245537312,88.20308921027969,110.36766015533382,40.0,,,,Amusement,3
921.0599078341014,65.431975707132,62.411807427647695,75.81978274686834,53.333333333333336,,,,Amusement,3
817.8367346938776,74.08796877583359,82.37936097758103,49.90687606444032,38.23529411764706,,,,Amusement,3
952.4285714285713,63.35971606948999,74.02868569290368,93.13977449642121,34.48275862068966,,,,Amusement,3
879.3939393939394,68.83202887924404,85.47513535023865,84.03564598382263,43.75,,,,Amusement,3
954.4761904761906,63.408657875342705,87.80434821558757,107.73302158988534,44.827586206896555,,,,Amusement,3
